CGATS.17

ORIGINATOR	"i1Profiler - X-Rite, Inc."
INSTRUMENTATION	"i1iSis 2 XL ; Serial number 0"
DESCRIPTOR	"9800_Cold_ABW52x5_M2"
MEASUREMENT_SOURCE	"MeasurementCondition=M2	Filter=UVcut"
ILLUMINATION_NAME	"D50"
OBSERVER_ANGLE	"2"
FILTER	"UV"
WEIGHTING_FUNCTION	"ILLUMINANT,	D50"
WEIGHTING_FUNCTION	"OBSERVER,	2 degree"
KEYWORD	"DEVCALSTD"
DEVCALSTD	"XRGA"
CREATED		"2020-12-07T15:45:02"

NUMBER_OF_FIELDS	46
BEGIN_DATA_FORMAT
SAMPLE_ID	RGB_R	RGB_G	RGB_B	XYZ_X	XYZ_Y	XYZ_Z	LAB_L	LAB_A	LAB_B	SPECTRAL_NM380	SPECTRAL_NM390	SPECTRAL_NM400	SPECTRAL_NM410	SPECTRAL_NM420	SPECTRAL_NM430	SPECTRAL_NM440	SPECTRAL_NM450	SPECTRAL_NM460	SPECTRAL_NM470	SPECTRAL_NM480	SPECTRAL_NM490	SPECTRAL_NM500	SPECTRAL_NM510	SPECTRAL_NM520	SPECTRAL_NM530	SPECTRAL_NM540	SPECTRAL_NM550	SPECTRAL_NM560	SPECTRAL_NM570	SPECTRAL_NM580	SPECTRAL_NM590	SPECTRAL_NM600	SPECTRAL_NM610	SPECTRAL_NM620	SPECTRAL_NM630	SPECTRAL_NM640	SPECTRAL_NM650	SPECTRAL_NM660	SPECTRAL_NM670	SPECTRAL_NM680	SPECTRAL_NM690	SPECTRAL_NM700	SPECTRAL_NM710	SPECTRAL_NM720	SPECTRAL_NM730	
END_DATA_FORMAT

NUMBER_OF_SETS	260
BEGIN_DATA
135	   95.00	   95.00	   95.00	 0.07445	 0.07807	 0.07417	   33.58	   -0.78	   -4.11	    0.0504	    0.0537	    0.0560	    0.0575	    0.0659	    0.0797	    0.0867	    0.0908	    0.0945	    0.0972	    0.0974	    0.0973	    0.0972	    0.0912	    0.0838	    0.0849	    0.0862	    0.0740	    0.0630	    0.0659	    0.0728	    0.0753	    0.0734	    0.0716	    0.0734	    0.0774	    0.0835	    0.0930	    0.1032	    0.1089	    0.1080	    0.1047	    0.0995	    0.0981	    0.1086	    0.1308	
136	   85.00	   85.00	   85.00	 0.05742	 0.06029	 0.05685	   29.49	   -0.81	   -3.56	    0.0382	    0.0407	    0.0424	    0.0435	    0.0502	    0.0607	    0.0661	    0.0695	    0.0725	    0.0743	    0.0750	    0.0753	    0.0753	    0.0706	    0.0648	    0.0657	    0.0669	    0.0570	    0.0483	    0.0507	    0.0563	    0.0583	    0.0565	    0.0550	    0.0564	    0.0596	    0.0647	    0.0727	    0.0814	    0.0859	    0.0853	    0.0823	    0.0784	    0.0771	    0.0863	    0.1059	
137	  215.00	  215.00	  215.00	 0.54389	 0.56974	 0.49330	   80.17	   -1.38	   -2.68	    0.3461	    0.3690	    0.3850	    0.3951	    0.4570	    0.5505	    0.5864	    0.6025	    0.6199	    0.6381	    0.6433	    0.6296	    0.6166	    0.6023	    0.5888	    0.5865	    0.5850	    0.5634	    0.5407	    0.5424	    0.5511	    0.5553	    0.5533	    0.5523	    0.5567	    0.5643	    0.5759	    0.5921	    0.6087	    0.6189	    0.6219	    0.6209	    0.6185	    0.6183	    0.6298	    0.6529	
138	   75.00	   75.00	   75.00	 0.04229	 0.04453	 0.04165	   25.11	   -0.88	   -3.02	    0.0280	    0.0299	    0.0312	    0.0320	    0.0366	    0.0441	    0.0481	    0.0508	    0.0532	    0.0546	    0.0552	    0.0557	    0.0557	    0.0524	    0.0479	    0.0488	    0.0496	    0.0421	    0.0355	    0.0374	    0.0416	    0.0430	    0.0416	    0.0402	    0.0413	    0.0439	    0.0479	    0.0541	    0.0609	    0.0643	    0.0637	    0.0613	    0.0578	    0.0567	    0.0644	    0.0817	
139	  240.00	  240.00	  240.00	 0.71231	 0.74524	 0.63777	   89.17	   -1.32	   -2.21	    0.4528	    0.4827	    0.5037	    0.5168	    0.5977	    0.7183	    0.7617	    0.7793	    0.7996	    0.8231	    0.8288	    0.8069	    0.7856	    0.7718	    0.7623	    0.7572	    0.7532	    0.7411	    0.7277	    0.7271	    0.7280	    0.7286	    0.7276	    0.7280	    0.7312	    0.7363	    0.7442	    0.7547	    0.7652	    0.7724	    0.7769	    0.7797	    0.7826	    0.7851	    0.7893	    0.7982	
140	  190.00	  190.00	  190.00	 0.39504	 0.41388	 0.36416	   70.45	   -1.26	   -3.22	    0.2534	    0.2702	    0.2819	    0.2893	    0.3340	    0.4026	    0.4307	    0.4449	    0.4589	    0.4721	    0.4759	    0.4695	    0.4622	    0.4474	    0.4311	    0.4305	    0.4312	    0.4052	    0.3794	    0.3845	    0.3982	    0.4037	    0.4008	    0.3982	    0.4024	    0.4107	    0.4230	    0.4409	    0.4595	    0.4702	    0.4719	    0.4688	    0.4633	    0.4622	    0.4780	    0.5101	
141	   10.00	   10.00	   10.00	 0.00403	 0.00422	 0.00397	    3.81	   -0.13	   -0.93	    0.0054	    0.0057	    0.0060	    0.0061	    0.0054	    0.0048	    0.0048	    0.0048	    0.0049	    0.0050	    0.0046	    0.0044	    0.0046	    0.0044	    0.0044	    0.0044	    0.0044	    0.0042	    0.0040	    0.0041	    0.0042	    0.0041	    0.0039	    0.0039	    0.0039	    0.0040	    0.0040	    0.0043	    0.0046	    0.0048	    0.0048	    0.0047	    0.0042	    0.0044	    0.0047	    0.0055	
142	  235.00	  235.00	  235.00	 0.67503	 0.70637	 0.60586	   87.31	   -1.33	   -2.31	    0.4285	    0.4568	    0.4766	    0.4890	    0.5658	    0.6808	    0.7227	    0.7405	    0.7602	    0.7825	    0.7879	    0.7676	    0.7483	    0.7344	    0.7240	    0.7194	    0.7158	    0.7014	    0.6861	    0.6861	    0.6889	    0.6905	    0.6893	    0.6895	    0.6927	    0.6981	    0.7067	    0.7181	    0.7298	    0.7375	    0.7414	    0.7429	    0.7445	    0.7468	    0.7527	    0.7645	
143	   35.00	   35.00	   35.00	 0.01039	 0.01102	 0.01010	    9.82	   -0.86	   -1.58	    0.0082	    0.0088	    0.0092	    0.0094	    0.0099	    0.0110	    0.0117	    0.0122	    0.0127	    0.0128	    0.0135	    0.0133	    0.0133	    0.0127	    0.0118	    0.0121	    0.0122	    0.0106	    0.0092	    0.0097	    0.0105	    0.0106	    0.0101	    0.0097	    0.0099	    0.0104	    0.0114	    0.0130	    0.0147	    0.0157	    0.0152	    0.0145	    0.0133	    0.0134	    0.0168	    0.0223	
144	  115.00	  115.00	  115.00	 0.11756	 0.12309	 0.11509	   41.70	   -0.79	   -4.23	    0.0770	    0.0821	    0.0856	    0.0879	    0.1023	    0.1248	    0.1351	    0.1410	    0.1462	    0.1501	    0.1509	    0.1506	    0.1500	    0.1416	    0.1312	    0.1324	    0.1341	    0.1173	    0.1017	    0.1057	    0.1156	    0.1193	    0.1169	    0.1146	    0.1171	    0.1226	    0.1308	    0.1435	    0.1569	    0.1639	    0.1636	    0.1593	    0.1526	    0.1506	    0.1632	    0.1911	
145	   85.00	   85.00	   85.00	 0.05725	 0.06014	 0.05659	   29.45	   -0.84	   -3.50	    0.0383	    0.0409	    0.0427	    0.0438	    0.0500	    0.0604	    0.0658	    0.0692	    0.0722	    0.0739	    0.0747	    0.0751	    0.0752	    0.0704	    0.0646	    0.0656	    0.0667	    0.0569	    0.0482	    0.0506	    0.0561	    0.0581	    0.0564	    0.0548	    0.0562	    0.0595	    0.0645	    0.0725	    0.0811	    0.0856	    0.0852	    0.0820	    0.0776	    0.0767	    0.0850	    0.1054	
146	   30.00	   30.00	   30.00	 0.00880	 0.00935	 0.00853	    8.44	   -0.84	   -1.43	    0.0068	    0.0073	    0.0076	    0.0078	    0.0082	    0.0093	    0.0100	    0.0105	    0.0107	    0.0107	    0.0112	    0.0112	    0.0112	    0.0106	    0.0100	    0.0102	    0.0104	    0.0090	    0.0079	    0.0083	    0.0090	    0.0090	    0.0086	    0.0083	    0.0084	    0.0087	    0.0095	    0.0108	    0.0123	    0.0132	    0.0129	    0.0122	    0.0118	    0.0120	    0.0145	    0.0198	
147	   50.00	   50.00	   50.00	 0.01782	 0.01887	 0.01787	   14.88	   -0.92	   -2.51	    0.0129	    0.0137	    0.0143	    0.0147	    0.0163	    0.0190	    0.0207	    0.0218	    0.0228	    0.0233	    0.0234	    0.0237	    0.0238	    0.0223	    0.0204	    0.0209	    0.0212	    0.0179	    0.0152	    0.0160	    0.0176	    0.0180	    0.0173	    0.0166	    0.0170	    0.0181	    0.0199	    0.0228	    0.0261	    0.0279	    0.0277	    0.0266	    0.0247	    0.0243	    0.0286	    0.0381	
148	  140.00	  140.00	  140.00	 0.18570	 0.19436	 0.17739	   51.19	   -0.88	   -3.96	    0.1207	    0.1287	    0.1343	    0.1378	    0.1597	    0.1935	    0.2087	    0.2170	    0.2247	    0.2308	    0.2326	    0.2311	    0.2295	    0.2186	    0.2053	    0.2064	    0.2084	    0.1869	    0.1665	    0.1718	    0.1842	    0.1892	    0.1863	    0.1837	    0.1871	    0.1940	    0.2041	    0.2196	    0.2360	    0.2446	    0.2444	    0.2393	    0.2319	    0.2294	    0.2448	    0.2765	
149	  190.00	  190.00	  190.00	 0.39466	 0.41364	 0.36352	   70.43	   -1.31	   -3.16	    0.2512	    0.2678	    0.2794	    0.2867	    0.3323	    0.4016	    0.4297	    0.4440	    0.4581	    0.4715	    0.4755	    0.4695	    0.4621	    0.4474	    0.4310	    0.4305	    0.4311	    0.4051	    0.3792	    0.3842	    0.3978	    0.4033	    0.4003	    0.3978	    0.4021	    0.4104	    0.4227	    0.4408	    0.4597	    0.4701	    0.4717	    0.4687	    0.4631	    0.4622	    0.4781	    0.5108	
150	   60.00	   60.00	   60.00	 0.02564	 0.02700	 0.02558	   18.80	   -0.77	   -2.82	    0.0177	    0.0189	    0.0197	    0.0202	    0.0228	    0.0272	    0.0296	    0.0312	    0.0326	    0.0336	    0.0336	    0.0338	    0.0342	    0.0319	    0.0292	    0.0297	    0.0302	    0.0254	    0.0214	    0.0226	    0.0252	    0.0260	    0.0250	    0.0241	    0.0247	    0.0263	    0.0290	    0.0332	    0.0378	    0.0401	    0.0395	    0.0378	    0.0353	    0.0348	    0.0407	    0.0530	
151	  105.00	  105.00	  105.00	 0.09516	 0.09979	 0.09487	   37.80	   -0.85	   -4.48	    0.0633	    0.0675	    0.0704	    0.0723	    0.0840	    0.1022	    0.1109	    0.1161	    0.1209	    0.1244	    0.1248	    0.1244	    0.1236	    0.1161	    0.1071	    0.1081	    0.1096	    0.0948	    0.0813	    0.0847	    0.0930	    0.0961	    0.0940	    0.0918	    0.0940	    0.0988	    0.1062	    0.1174	    0.1297	    0.1362	    0.1362	    0.1321	    0.1259	    0.1245	    0.1368	    0.1623	
152	   95.00	   95.00	   95.00	 0.07453	 0.07818	 0.07419	   33.60	   -0.81	   -4.08	    0.0497	    0.0530	    0.0553	    0.0567	    0.0656	    0.0795	    0.0865	    0.0907	    0.0946	    0.0972	    0.0979	    0.0978	    0.0973	    0.0913	    0.0839	    0.0850	    0.0863	    0.0741	    0.0631	    0.0659	    0.0729	    0.0754	    0.0735	    0.0716	    0.0734	    0.0774	    0.0836	    0.0931	    0.1036	    0.1093	    0.1088	    0.1051	    0.0997	    0.0984	    0.1092	    0.1324	
153	  190.00	  190.00	  190.00	 0.39349	 0.41246	 0.36282	   70.35	   -1.32	   -3.20	    0.2506	    0.2672	    0.2788	    0.2860	    0.3316	    0.4013	    0.4296	    0.4431	    0.4567	    0.4704	    0.4745	    0.4683	    0.4608	    0.4463	    0.4300	    0.4294	    0.4299	    0.4039	    0.3781	    0.3830	    0.3965	    0.4021	    0.3991	    0.3965	    0.4008	    0.4090	    0.4212	    0.4392	    0.4579	    0.4687	    0.4701	    0.4669	    0.4613	    0.4603	    0.4761	    0.5079	
154	  195.00	  195.00	  195.00	 0.42247	 0.44258	 0.38833	   72.40	   -1.28	   -3.15	    0.2709	    0.2888	    0.3014	    0.3092	    0.3574	    0.4304	    0.4598	    0.4742	    0.4888	    0.5033	    0.5076	    0.4995	    0.4912	    0.4765	    0.4604	    0.4595	    0.4597	    0.4343	    0.4089	    0.4131	    0.4258	    0.4311	    0.4284	    0.4263	    0.4309	    0.4394	    0.4519	    0.4702	    0.4891	    0.5000	    0.5021	    0.5000	    0.4956	    0.4954	    0.5102	    0.5416	
155	   65.00	   65.00	   65.00	 0.03058	 0.03218	 0.03042	   20.89	   -0.75	   -2.95	    0.0208	    0.0222	    0.0232	    0.0238	    0.0271	    0.0323	    0.0352	    0.0372	    0.0388	    0.0400	    0.0402	    0.0402	    0.0405	    0.0380	    0.0347	    0.0353	    0.0360	    0.0304	    0.0255	    0.0269	    0.0300	    0.0310	    0.0299	    0.0289	    0.0296	    0.0316	    0.0346	    0.0395	    0.0449	    0.0477	    0.0470	    0.0450	    0.0423	    0.0417	    0.0479	    0.0614	
156	   15.00	   15.00	   15.00	 0.00483	 0.00509	 0.00469	    4.60	   -0.31	   -0.92	    0.0049	    0.0053	    0.0055	    0.0056	    0.0056	    0.0055	    0.0056	    0.0057	    0.0057	    0.0058	    0.0059	    0.0059	    0.0057	    0.0056	    0.0053	    0.0054	    0.0054	    0.0049	    0.0047	    0.0049	    0.0050	    0.0049	    0.0048	    0.0046	    0.0046	    0.0048	    0.0050	    0.0054	    0.0059	    0.0062	    0.0061	    0.0059	    0.0059	    0.0059	    0.0071	    0.0097	
157	  170.00	  170.00	  170.00	 0.29885	 0.31271	 0.27941	   62.74	   -1.01	   -3.65	    0.1900	    0.2025	    0.2113	    0.2168	    0.2528	    0.3074	    0.3302	    0.3417	    0.3527	    0.3629	    0.3656	    0.3618	    0.3579	    0.3439	    0.3274	    0.3279	    0.3297	    0.3035	    0.2780	    0.2841	    0.2991	    0.3052	    0.3022	    0.2994	    0.3036	    0.3118	    0.3241	    0.3424	    0.3614	    0.3715	    0.3715	    0.3666	    0.3589	    0.3566	    0.3737	    0.4080	
158	  105.00	  105.00	  105.00	 0.09501	 0.09955	 0.09452	   37.76	   -0.79	   -4.43	    0.0633	    0.0674	    0.0704	    0.0722	    0.0835	    0.1017	    0.1106	    0.1158	    0.1206	    0.1238	    0.1242	    0.1239	    0.1232	    0.1157	    0.1067	    0.1078	    0.1093	    0.0945	    0.0811	    0.0845	    0.0929	    0.0960	    0.0938	    0.0918	    0.0940	    0.0987	    0.1061	    0.1174	    0.1295	    0.1360	    0.1358	    0.1319	    0.1259	    0.1237	    0.1353	    0.1602	
159	  220.00	  220.00	  220.00	 0.57524	 0.60271	 0.52224	   81.99	   -1.44	   -2.77	    0.3651	    0.3892	    0.4061	    0.4167	    0.4832	    0.5833	    0.6214	    0.6382	    0.6564	    0.6758	    0.6812	    0.6650	    0.6500	    0.6356	    0.6225	    0.6194	    0.6172	    0.5967	    0.5752	    0.5763	    0.5835	    0.5870	    0.5853	    0.5844	    0.5885	    0.5957	    0.6067	    0.6220	    0.6374	    0.6470	    0.6499	    0.6495	    0.6477	    0.6486	    0.6596	    0.6791	
160	  170.00	  170.00	  170.00	 0.29741	 0.31115	 0.27806	   62.60	   -0.98	   -3.65	    0.1904	    0.2030	    0.2118	    0.2173	    0.2521	    0.3058	    0.3282	    0.3397	    0.3510	    0.3609	    0.3645	    0.3608	    0.3563	    0.3423	    0.3258	    0.3263	    0.3280	    0.3018	    0.2764	    0.2825	    0.2975	    0.3036	    0.3006	    0.2980	    0.3023	    0.3107	    0.3230	    0.3412	    0.3602	    0.3705	    0.3708	    0.3661	    0.3584	    0.3559	    0.3735	    0.4078	
161	  100.00	  100.00	  100.00	 0.08454	 0.08857	 0.08392	   35.71	   -0.75	   -4.21	    0.0551	    0.0588	    0.0613	    0.0629	    0.0737	    0.0901	    0.0981	    0.1028	    0.1070	    0.1101	    0.1106	    0.1102	    0.1098	    0.1030	    0.0949	    0.0959	    0.0973	    0.0840	    0.0718	    0.0750	    0.0826	    0.0855	    0.0835	    0.0816	    0.0836	    0.0880	    0.0947	    0.1051	    0.1163	    0.1226	    0.1223	    0.1186	    0.1127	    0.1116	    0.1228	    0.1472	
162	  150.00	  150.00	  150.00	 0.21874	 0.22881	 0.20696	   54.95	   -0.87	   -3.80	    0.1411	    0.1504	    0.1569	    0.1610	    0.1866	    0.2266	    0.2439	    0.2529	    0.2617	    0.2691	    0.2713	    0.2693	    0.2670	    0.2551	    0.2407	    0.2418	    0.2437	    0.2206	    0.1986	    0.2041	    0.2177	    0.2231	    0.2204	    0.2176	    0.2212	    0.2286	    0.2396	    0.2559	    0.2735	    0.2826	    0.2823	    0.2772	    0.2701	    0.2681	    0.2833	    0.3155	
163	  195.00	  195.00	  195.00	 0.42041	 0.44039	 0.38675	   72.25	   -1.26	   -3.19	    0.2702	    0.2881	    0.3006	    0.3084	    0.3562	    0.4287	    0.4579	    0.4723	    0.4870	    0.5010	    0.5055	    0.4973	    0.4889	    0.4740	    0.4582	    0.4572	    0.4574	    0.4322	    0.4068	    0.4110	    0.4236	    0.4289	    0.4262	    0.4240	    0.4286	    0.4372	    0.4497	    0.4681	    0.4872	    0.4984	    0.5009	    0.4984	    0.4935	    0.4934	    0.5088	    0.5398	
164	  145.00	  145.00	  145.00	 0.20072	 0.21012	 0.19024	   52.96	   -0.92	   -3.73	    0.1306	    0.1393	    0.1453	    0.1491	    0.1720	    0.2076	    0.2236	    0.2324	    0.2408	    0.2474	    0.2493	    0.2483	    0.2465	    0.2353	    0.2215	    0.2226	    0.2247	    0.2024	    0.1812	    0.1866	    0.1997	    0.2049	    0.2019	    0.1992	    0.2026	    0.2098	    0.2204	    0.2363	    0.2532	    0.2624	    0.2621	    0.2569	    0.2495	    0.2474	    0.2630	    0.2952	
165	  110.00	  110.00	  110.00	 0.10469	 0.10958	 0.10358	   39.51	   -0.73	   -4.43	    0.0690	    0.0736	    0.0768	    0.0788	    0.0918	    0.1119	    0.1213	    0.1269	    0.1320	    0.1354	    0.1360	    0.1359	    0.1348	    0.1268	    0.1170	    0.1181	    0.1198	    0.1041	    0.0897	    0.0935	    0.1026	    0.1061	    0.1038	    0.1015	    0.1039	    0.1090	    0.1168	    0.1287	    0.1415	    0.1482	    0.1480	    0.1439	    0.1376	    0.1356	    0.1481	    0.1752	
166	  120.00	  120.00	  120.00	 0.12970	 0.13572	 0.12612	   43.61	   -0.77	   -4.15	    0.0841	    0.0897	    0.0936	    0.0960	    0.1119	    0.1366	    0.1479	    0.1543	    0.1601	    0.1649	    0.1658	    0.1653	    0.1642	    0.1552	    0.1442	    0.1454	    0.1472	    0.1294	    0.1130	    0.1174	    0.1279	    0.1319	    0.1294	    0.1270	    0.1297	    0.1353	    0.1440	    0.1572	    0.1712	    0.1786	    0.1781	    0.1737	    0.1672	    0.1650	    0.1783	    0.2064	
167	   85.00	   85.00	   85.00	 0.05723	 0.06012	 0.05669	   29.44	   -0.84	   -3.56	    0.0377	    0.0402	    0.0420	    0.0431	    0.0498	    0.0605	    0.0659	    0.0693	    0.0724	    0.0742	    0.0748	    0.0752	    0.0751	    0.0704	    0.0646	    0.0656	    0.0667	    0.0569	    0.0481	    0.0505	    0.0561	    0.0580	    0.0564	    0.0548	    0.0561	    0.0594	    0.0645	    0.0725	    0.0810	    0.0854	    0.0851	    0.0821	    0.0777	    0.0763	    0.0855	    0.1045	
168	  255.00	  255.00	  255.00	 0.83059	 0.86989	 0.74047	   94.73	   -1.56	   -1.98	    0.5252	    0.5599	    0.5842	    0.5994	    0.6942	    0.8362	    0.8856	    0.9045	    0.9273	    0.9551	    0.9630	    0.9353	    0.9084	    0.8947	    0.8875	    0.8804	    0.8751	    0.8690	    0.8607	    0.8574	    0.8515	    0.8486	    0.8476	    0.8489	    0.8520	    0.8564	    0.8634	    0.8716	    0.8800	    0.8869	    0.8927	    0.8973	    0.9032	    0.9064	    0.9074	    0.9100	
169	  145.00	  145.00	  145.00	 0.20068	 0.21005	 0.19060	   52.96	   -0.91	   -3.82	    0.1298	    0.1384	    0.1444	    0.1482	    0.1718	    0.2082	    0.2241	    0.2329	    0.2411	    0.2480	    0.2501	    0.2486	    0.2467	    0.2354	    0.2215	    0.2226	    0.2246	    0.2023	    0.1811	    0.1864	    0.1994	    0.2046	    0.2018	    0.1991	    0.2025	    0.2097	    0.2203	    0.2363	    0.2534	    0.2625	    0.2623	    0.2574	    0.2495	    0.2477	    0.2634	    0.2953	
170	  245.00	  245.00	  245.00	 0.74886	 0.78358	 0.66895	   90.94	   -1.36	   -2.10	    0.4728	    0.5041	    0.5259	    0.5396	    0.6258	    0.7548	    0.8000	    0.8175	    0.8381	    0.8626	    0.8695	    0.8458	    0.8231	    0.8095	    0.8006	    0.7948	    0.7903	    0.7800	    0.7683	    0.7672	    0.7664	    0.7662	    0.7652	    0.7659	    0.7688	    0.7735	    0.7812	    0.7908	    0.8005	    0.8075	    0.8125	    0.8154	    0.8195	    0.8222	    0.8252	    0.8315	
171	   45.00	   45.00	   45.00	 0.01512	 0.01609	 0.01505	   13.28	   -1.08	   -2.16	    0.0103	    0.0110	    0.0115	    0.0118	    0.0134	    0.0160	    0.0175	    0.0184	    0.0191	    0.0197	    0.0198	    0.0201	    0.0203	    0.0190	    0.0175	    0.0178	    0.0181	    0.0153	    0.0130	    0.0138	    0.0151	    0.0153	    0.0147	    0.0140	    0.0143	    0.0152	    0.0168	    0.0193	    0.0221	    0.0235	    0.0231	    0.0220	    0.0205	    0.0201	    0.0238	    0.0316	
172	   90.00	   90.00	   90.00	 0.06527	 0.06848	 0.06469	   31.46	   -0.78	   -3.77	    0.0431	    0.0460	    0.0480	    0.0492	    0.0569	    0.0691	    0.0752	    0.0791	    0.0826	    0.0848	    0.0854	    0.0857	    0.0855	    0.0800	    0.0734	    0.0744	    0.0757	    0.0648	    0.0550	    0.0577	    0.0639	    0.0661	    0.0643	    0.0626	    0.0642	    0.0679	    0.0735	    0.0822	    0.0918	    0.0970	    0.0964	    0.0933	    0.0888	    0.0873	    0.0968	    0.1181	
173	  175.00	  175.00	  175.00	 0.31865	 0.33353	 0.29821	   64.45	   -1.06	   -3.76	    0.2055	    0.2190	    0.2285	    0.2345	    0.2720	    0.3292	    0.3528	    0.3645	    0.3761	    0.3865	    0.3900	    0.3854	    0.3805	    0.3660	    0.3491	    0.3495	    0.3512	    0.3242	    0.2980	    0.3040	    0.3192	    0.3253	    0.3221	    0.3192	    0.3236	    0.3320	    0.3443	    0.3630	    0.3823	    0.3928	    0.3934	    0.3883	    0.3802	    0.3776	    0.3952	    0.4295	
174	  175.00	  175.00	  175.00	 0.31773	 0.33265	 0.29714	   64.38	   -1.09	   -3.71	    0.2039	    0.2174	    0.2268	    0.2327	    0.2702	    0.3275	    0.3511	    0.3631	    0.3749	    0.3856	    0.3888	    0.3847	    0.3796	    0.3650	    0.3482	    0.3486	    0.3503	    0.3234	    0.2973	    0.3032	    0.3183	    0.3243	    0.3212	    0.3183	    0.3227	    0.3311	    0.3436	    0.3622	    0.3813	    0.3916	    0.3919	    0.3869	    0.3792	    0.3764	    0.3937	    0.4272	
175	   10.00	   10.00	   10.00	 0.00392	 0.00415	 0.00382	    3.75	   -0.30	   -0.75	    0.0042	    0.0045	    0.0047	    0.0048	    0.0047	    0.0046	    0.0047	    0.0046	    0.0047	    0.0046	    0.0045	    0.0046	    0.0045	    0.0045	    0.0044	    0.0044	    0.0044	    0.0041	    0.0039	    0.0041	    0.0041	    0.0040	    0.0039	    0.0037	    0.0037	    0.0037	    0.0039	    0.0042	    0.0044	    0.0049	    0.0047	    0.0043	    0.0044	    0.0046	    0.0055	    0.0073	
176	    5.00	    5.00	    5.00	 0.00324	 0.00343	 0.00313	    3.10	   -0.27	   -0.56	    0.0035	    0.0037	    0.0039	    0.0040	    0.0038	    0.0040	    0.0039	    0.0039	    0.0039	    0.0035	    0.0036	    0.0037	    0.0038	    0.0037	    0.0036	    0.0036	    0.0036	    0.0034	    0.0034	    0.0034	    0.0034	    0.0033	    0.0032	    0.0031	    0.0031	    0.0031	    0.0031	    0.0032	    0.0035	    0.0036	    0.0034	    0.0035	    0.0033	    0.0033	    0.0034	    0.0043	
177	  225.00	  225.00	  225.00	 0.60329	 0.63226	 0.54573	   83.56	   -1.50	   -2.59	    0.3828	    0.4081	    0.4258	    0.4369	    0.5067	    0.6112	    0.6501	    0.6668	    0.6852	    0.7053	    0.7107	    0.6945	    0.6787	    0.6645	    0.6521	    0.6486	    0.6457	    0.6267	    0.6067	    0.6075	    0.6133	    0.6162	    0.6146	    0.6139	    0.6177	    0.6241	    0.6342	    0.6481	    0.6621	    0.6710	    0.6738	    0.6738	    0.6733	    0.6742	    0.6825	    0.6991	
178	  145.00	  145.00	  145.00	 0.20032	 0.20978	 0.19028	   52.93	   -0.96	   -3.81	    0.1289	    0.1374	    0.1434	    0.1471	    0.1711	    0.2077	    0.2237	    0.2324	    0.2408	    0.2477	    0.2500	    0.2485	    0.2465	    0.2352	    0.2213	    0.2224	    0.2244	    0.2021	    0.1809	    0.1862	    0.1991	    0.2042	    0.2014	    0.1986	    0.2021	    0.2093	    0.2199	    0.2357	    0.2528	    0.2618	    0.2616	    0.2564	    0.2495	    0.2471	    0.2620	    0.2949	
179	   10.00	   10.00	   10.00	 0.00397	 0.00415	 0.00384	    3.75	   -0.16	   -0.78	    0.0049	    0.0052	    0.0055	    0.0056	    0.0050	    0.0047	    0.0047	    0.0047	    0.0047	    0.0045	    0.0044	    0.0045	    0.0046	    0.0044	    0.0043	    0.0043	    0.0043	    0.0041	    0.0040	    0.0041	    0.0042	    0.0041	    0.0039	    0.0037	    0.0037	    0.0039	    0.0039	    0.0043	    0.0046	    0.0049	    0.0050	    0.0048	    0.0043	    0.0051	    0.0063	    0.0080	
180	  200.00	  200.00	  200.00	 0.44980	 0.47123	 0.41254	   74.27	   -1.31	   -3.10	    0.2861	    0.3050	    0.3182	    0.3265	    0.3791	    0.4585	    0.4898	    0.5041	    0.5189	    0.5340	    0.5388	    0.5294	    0.5196	    0.5052	    0.4899	    0.4883	    0.4881	    0.4637	    0.4387	    0.4419	    0.4532	    0.4583	    0.4559	    0.4541	    0.4591	    0.4677	    0.4807	    0.4989	    0.5178	    0.5292	    0.5318	    0.5301	    0.5259	    0.5264	    0.5408	    0.5699	
181	   85.00	   85.00	   85.00	 0.05755	 0.06039	 0.05698	   29.51	   -0.78	   -3.58	    0.0388	    0.0414	    0.0432	    0.0443	    0.0507	    0.0609	    0.0662	    0.0696	    0.0725	    0.0747	    0.0755	    0.0754	    0.0753	    0.0706	    0.0648	    0.0657	    0.0669	    0.0571	    0.0484	    0.0508	    0.0564	    0.0584	    0.0567	    0.0551	    0.0565	    0.0598	    0.0648	    0.0728	    0.0814	    0.0861	    0.0854	    0.0824	    0.0780	    0.0766	    0.0860	    0.1061	
182	  180.00	  180.00	  180.00	 0.34298	 0.35901	 0.31817	   66.44	   -1.10	   -3.42	    0.2223	    0.2369	    0.2472	    0.2537	    0.2921	    0.3515	    0.3762	    0.3886	    0.4010	    0.4119	    0.4158	    0.4110	    0.4059	    0.3913	    0.3746	    0.3750	    0.3766	    0.3497	    0.3236	    0.3297	    0.3448	    0.3509	    0.3477	    0.3448	    0.3490	    0.3572	    0.3695	    0.3877	    0.4067	    0.4168	    0.4171	    0.4123	    0.4048	    0.4023	    0.4193	    0.4534	
